nu,I,tau,Gamma',E',J',Ka',Kc',GammaRot',v1',v2',v3',v4',v5',v6',GammaVib',,"Gamma ""","E""","J""","GammaVib""","Ka""","Kc""","GammaRot""",
6529.914931,1.09E-24,1.26E-02,A1,6952.498509,15,5,10,B2,3,0,0,1,0,0,B2,<-,A2,422.583578,15,A1,4,11,A2,
6529.932645,1.06E-24,1.22E-02,A2,6952.503775,15,5,11,B1,3,0,0,1,0,0,B2,<-,A1,422.57113,15,A1,4,12,A1,
6530.116183,3.78E-24,2.50E-02,B2,7064.807453,15,5,10,B2,0,0,1,1,0,2,A1,<-,B1,534.69127,16,A1,5,11,B1,
6530.129866,3.76E-24,2.49E-02,B1,7064.820738,15,5,11,B1,0,0,1,1,0,2,A1,<-,B2,534.690872,16,A1,5,12,B2,
6530.812598,1.05E-24,2.57E-02,A1,7079.687455,13,6,8,A1,0,0,1,1,0,2,A1,<-,A2,548.874857,14,A1,6,9,A2,
6530.813268,1.05E-24,2.56E-02,A2,7079.688126,13,6,7,A2,0,0,1,1,0,2,A1,<-,A1,548.874858,14,A1,6,8,A1,
6530.981855,5.56E-24,1.26E-02,B1,6765.190121,10,2,8,A1,0,0,2,0,0,1,B1,<-,B2,234.208266,11,A1,3,8,B2,
6530.99153,1.30E-24,4.99E-03,B1,6924.772634,13,4,10,A1,0,0,2,0,0,1,B1,<-,B2,393.781104,12,A1,5,8,B2,
6531.0312,1.03E-24,4.19E-02,B2,7410.716922,13,9,4,B2,0,0,1,1,0,2,A1,<-,B1,879.685722,13,A1,9,5,B1,
6531.0312,1.03E-24,4.19E-02,B1,7410.716922,13,9,5,B1,0,0,1,1,0,2,A1,<-,B2,879.685722,13,A1,9,4,B2,
6531.06829,1.27E-24,4.86E-03,B2,6924.849417,13,4,9,A2,0,0,2,0,0,1,B1,<-,B1,393.781127,12,A1,5,7,B1,
6531.449206,1.34E-24,5.04E-02,B2,7379.644845,12,9,4,B2,0,0,1,1,0,2,A1,<-,B1,848.195639,12,A1,9,3,B1,
6531.449206,1.34E-24,5.04E-02,B1,7379.644845,12,9,3,B1,0,0,1,1,0,2,A1,<-,B2,848.195639,12,A1,9,4,B2,
6531.568261,1.21E-24,1.13E-02,A1,6883.609318,13,3,11,B1,0,0,2,0,0,1,B1,<-,A2,352.041057,13,A1,4,9,A2,
6531.594216,7.38E-24,1.37E-02,B2,6656.291174,7,4,4,A1,3,0,0,1,0,0,B2,<-,B1,124.696958,6,A1,3,3,B1,
6531.596094,7.38E-24,1.37E-02,B1,6656.291212,7,4,3,A2,3,0,0,1,0,0,B2,<-,B2,124.695118,6,A1,3,4,B2,
6531.842011,1.72E-24,6.13E-02,B2,7350.968546,11,9,2,B2,0,0,1,1,0,2,A1,<-,B1,819.126535,11,A1,9,3,B1,
6531.842011,1.72E-24,6.13E-02,B1,7350.968546,11,9,3,B1,0,0,1,1,0,2,A1,<-,B2,819.126535,11,A1,9,2,B2,
6532.095079,1.23E-24,1.05E-02,A1,6893.943662,15,1,15,B1,0,0,2,0,0,1,B1,<-,A2,361.848583,16,A1,2,15,A2,
6532.126119,1.37E-24,1.19E-02,A2,6852.554971,12,5,7,B1,3,0,0,1,0,0,B2,<-,A1,320.428852,12,A1,4,8,A1,
6532.128426,1.38E-24,1.20E-02,A1,6852.555143,12,5,8,B2,3,0,0,1,0,0,B2,<-,A2,320.426717,12,A1,4,9,A2,
6532.146232,1.37E-24,3.52E-03,B2,6565.432865,3,0,3,A2,0,1,0,0,2,1,B1,<-,B1,33.286633,4,A1,1,3,B1,
6532.208907,2.21E-24,7.56E-02,B1,7324.687639,10,9,1,B1,0,0,1,1,0,2,A1,<-,B2,792.478732,10,A1,9,2,B2,
6532.208907,2.21E-24,7.56E-02,B2,7324.687639,10,9,2,B2,0,0,1,1,0,2,A1,<-,B1,792.478732,10,A1,9,1,B1,
6532.251026,5.47E-24,1.20E-02,B1,6739.631109,9,2,8,A1,0,0,2,0,0,1,B1,<-,B2,207.380083,10,A1,3,8,B2,
6532.36597,1.18E-24,1.26E-02,B1,7041.311635,8,7,1,B1,0,0,1,1,0,2,A1,<-,B2,508.945665,9,A1,7,2,B2,
6532.365972,1.18E-24,1.26E-02,B2,7041.311637,8,7,2,B2,0,0,1,1,0,2,A1,<-,B1,508.945665,9,A1,7,3,B1,
6532.540723,1.21E-24,2.16E-03,B2,6735.846469,11,2,9,A2,0,1,0,0,2,1,B1,<-,B1,203.305746,12,A1,1,11,B1,
6532.542522,4.25E-24,2.49E-02,B1,7028.35724,14,5,9,B1,0,0,1,1,0,2,A1,<-,B2,495.814718,15,A1,5,10,B2,
6532.549163,2.83E-24,9.49E-02,B2,7300.801686,9,9,0,B2,0,0,1,1,0,2,A1,<-,B1,768.252523,9,A1,9,1,B1,
6532.549163,2.83E-24,9.49E-02,B1,7300.801686,9,9,1,B1,0,0,1,1,0,2,A1,<-,B2,768.252523,9,A1,9,0,B2,
6532.551346,4.24E-24,2.48E-02,B2,7028.365855,14,5,10,B2,0,0,1,1,0,2,A1,<-,B1,495.814509,15,A1,5,11,B1,
6532.730443,1.36E-24,1.12E-02,A1,6823.984262,11,5,6,B2,3,0,0,1,0,0,B2,<-,A2,291.253819,11,A1,4,7,A2,
6532.73156,1.36E-24,1.12E-02,A2,6823.98431,11,5,7,B1,3,0,0,1,0,0,B2,<-,A1,291.25275,11,A1,4,8,A1,
6532.953539,1.12E-24,2.50E-02,A2,7047.845161,12,6,7,A2,0,0,1,1,0,2,A1,<-,A1,514.891622,13,A1,6,8,A1,
6532.953881,1.12E-24,2.50E-02,A1,7047.845504,12,6,6,A1,0,0,1,1,0,2,A1,<-,A2,514.891623,13,A1,6,7,A2,
6533.092963,1.21E-24,5.04E-03,B2,6958.453189,14,4,11,A2,0,0,2,0,0,1,B1,<-,B1,425.360226,13,A1,5,9,B1,
6533.172929,1.20E-24,4.98E-03,B1,6958.533205,14,4,10,A1,0,0,2,0,0,1,B1,<-,B2,425.360276,13,A1,5,8,B2,
6533.213672,1.46E-24,3.43E-03,B1,6840.908484,14,1,14,B2,0,2,0,0,0,1,A2,<-,B2,307.694812,15,A1,1,14,B2,
6533.262257,5.34E-24,1.17E-02,B2,6740.679709,9,2,7,A2,0,0,2,0,0,1,B1,<-,B1,207.417452,10,A1,3,7,B1,
6533.279505,1.32E-24,1.04E-02,A2,6797.794062,10,5,5,B1,3,0,0,1,0,0,B2,<-,A1,264.514557,10,A1,4,6,A1,
6533.280025,1.32E-24,1.04E-02,A1,6797.794082,10,5,6,B2,3,0,0,1,0,0,B2,<-,A2,264.514057,10,A1,4,7,A2,
6533.63178,7.07E-24,1.26E-02,B1,6675.349504,8,4,5,A2,3,0,0,1,0,0,B2,<-,B2,141.717724,7,A1,3,4,B2,
6533.636489,7.08E-24,1.26E-02,B2,6675.349616,8,4,4,A1,3,0,0,1,0,0,B2,<-,B1,141.713127,7,A1,3,5,B1,
6534.265915,1.21E-24,9.41E-03,A2,6752.604466,8,5,3,B1,3,0,0,1,0,0,B2,<-,A1,218.338551,8,A1,4,4,A1,
6534.266003,1.21E-24,9.41E-03,A1,6752.604471,8,5,4,B2,3,0,0,1,0,0,B2,<-,A2,218.338468,8,A1,4,5,A2,
6534.441735,1.01E-24,2.41E-03,B1,6860.432951,15,0,15,A2,0,1,0,3,0,0,B2,<-,B2,325.991216,16,A1,1,16,B2,
6534.578411,1.52E-24,2.11E-02,A2,6996.096199,15,4,11,A2,0,0,1,1,0,2,A1,<-,A1,461.517788,16,A1,4,12,A1,
6534.664144,1.54E-24,2.14E-02,A1,6996.161254,15,4,12,A1,0,0,1,1,0,2,A1,<-,A2,461.49711,16,A1,4,13,A2,
6534.878149,1.49E-24,1.13E-02,A2,6858.151161,14,1,14,B2,0,0,2,0,0,1,B1,<-,A1,323.273012,15,A1,2,14,A1,
6534.912965,5.70E-24,1.25E-02,B2,6717.967588,8,2,7,A2,0,0,2,0,0,1,B1,<-,B1,183.054623,9,A1,3,7,B1,
6534.92401,1.16E-24,3.95E-03,B1,6558.174601,2,0,2,A1,0,1,0,0,2,1,B1,<-,B2,23.250591,3,A1,1,2,B2,
6534.964445,4.67E-24,2.46E-02,B2,6994.335717,13,5,8,B2,0,0,1,1,0,2,A1,<-,B1,459.371272,14,A1,5,9,B1,
6534.970045,4.66E-24,2.46E-02,B1,6994.341212,13,5,9,B1,0,0,1,1,0,2,A1,<-,B2,459.371167,14,A1,5,10,B2,
6535.092023,1.15E-24,2.40E-02,A1,7018.428438,11,6,6,A1,0,0,1,1,0,2,A1,<-,A2,483.336415,12,A1,6,7,A2,
6535.092187,1.15E-24,2.40E-02,A2,7018.428602,11,6,5,A2,0,0,1,1,0,2,A1,<-,A1,483.336415,12,A1,6,6,A1,
6535.190407,1.10E-24,5.03E-03,B1,6994.561574,15,4,12,A1,0,0,2,0,0,1,B1,<-,B2,459.371167,14,A1,5,10,B2,
6535.276593,1.09E-24,5.01E-03,B2,6994.647865,15,4,11,A2,0,0,2,0,0,1,B1,<-,B1,459.371272,14,A1,5,9,B1,
6535.390074,2.82E-24,6.16E-03,B1,6718.464864,8,2,6,A1,0,0,2,0,0,1,B1,<-,B2,183.07479,9,A1,3,6,B2,
6535.617035,6.70E-24,1.18E-02,B2,6696.793082,9,4,6,A1,3,0,0,1,0,0,B2,<-,B1,161.176047,8,A1,3,5,B1,
6535.627427,6.70E-24,1.18E-02,B1,6696.793374,9,4,5,A2,3,0,0,1,0,0,B2,<-,B2,161.165947,8,A1,3,6,B2,
6535.646405,3.07E-24,6.70E-03,B1,6718.721195,8,2,6,A1,0,0,2,0,0,1,B1,<-,B2,183.07479,9,A1,3,6,B2,
6535.787056,1.15E-24,1.94E-03,B1,6709.1758,10,2,8,A1,0,1,0,0,2,1,B1,<-,B2,173.388744,11,A1,1,10,B2,
6536.27513,1.06E-24,8.28E-03,A1,6864.526386,14,2,13,A2,0,2,0,0,0,1,A2,<-,A2,328.251256,15,A1,2,13,A2,
6536.337717,1.24E-24,2.65E-03,B2,6825.09394,14,0,14,A1,0,1,0,3,0,0,B2,<-,B1,288.756223,15,A1,1,15,B1,
6536.555145,1.65E-24,5.82E-03,B2,6941.650327,15,3,12,B2,0,0,1,1,0,2,A1,<-,B1,405.095182,16,A1,3,13,B1,
6536.852616,1.74E-24,3.67E-03,B2,6807.324534,13,1,13,B1,0,2,0,0,0,1,A2,<-,B1,270.471918,14,A1,1,13,B1,
6537.081032,1.71E-24,2.11E-02,A1,6959.66461,14,4,10,A1,0,0,1,1,0,2,A1,<-,A2,422.583578,15,A1,4,11,A2,
6537.132055,1.72E-24,2.12E-02,A2,6959.703185,14,4,11,A2,0,0,1,1,0,2,A1,<-,A1,422.57113,15,A1,4,12,A1,
6537.230311,1.15E-24,2.28E-02,A2,6991.439403,10,6,5,A2,0,0,1,1,0,2,A1,<-,A1,454.209092,11,A1,6,6,A1,
6537.230386,1.15E-24,2.28E-02,A1,6991.439478,10,6,4,A1,0,0,1,1,0,2,A1,<-,A2,454.209092,11,A1,6,5,A2,
6537.376311,1.35E-24,3.69E-03,B1,6635.335496,4,3,1,B1,0,0,1,1,0,2,A1,<-,B2,97.959185,4,A1,3,2,B2,
6537.378029,1.35E-24,3.68E-03,B2,6635.337368,4,3,2,B2,0,0,1,1,0,2,A1,<-,B1,97.959339,4,A1,3,1,B1,
6537.383419,5.02E-24,2.42E-02,B1,6962.743695,12,5,7,B1,0,0,1,1,0,2,A1,<-,B2,425.360276,13,A1,5,8,B2,
6537.386927,5.01E-24,2.42E-02,B2,6962.747153,12,5,8,B2,0,0,1,1,0,2,A1,<-,B1,425.360226,13,A1,5,9,B1,
6537.410501,1.96E-24,6.58E-03,B2,6625.649703,3,3,0,B2,0,0,1,1,0,2,A1,<-,B1,88.239202,3,A1,3,1,B1,
6537.410749,1.96E-24,6.58E-03,B1,6625.649973,3,3,1,B1,0,0,1,1,0,2,A1,<-,B2,88.239224,3,A1,3,0,B2,
6537.442968,3.94E-24,1.39E-02,B1,6941.966633,15,3,12,B2,0,2,0,0,0,1,A2,<-,B2,404.523665,16,A1,3,14,B2,
6537.514319,1.69E-24,1.15E-02,A1,6824.588934,13,1,13,B1,0,0,2,0,0,1,B1,<-,A2,287.074615,14,A1,2,13,A2,
6537.519731,5.71E-24,1.27E-02,B1,6698.685678,7,2,6,A1,0,0,2,0,0,1,B1,<-,B2,161.165947,8,A1,3,6,B2,
6537.548135,6.26E-24,1.11E-02,B1,6720.622925,10,4,7,A2,3,0,0,1,0,0,B2,<-,B2,183.07479,9,A1,3,6,B2,
6537.569023,6.27E-24,1.11E-02,B2,6720.623646,10,4,6,A1,3,0,0,1,0,0,B2,<-,B1,183.054623,9,A1,3,7,B1,
6537.872868,5.58E-24,1.24E-02,B2,6699.048915,7,2,5,A2,0,0,2,0,0,1,B1,<-,B1,161.176047,8,A1,3,5,B1,
6538.312941,1.39E-24,2.70E-03,B1,6792.128841,13,2,11,A2,0,1,0,1,0,2,B2,<-,B2,253.8159,14,A1,1,14,B2,
6538.624633,1.01E-24,3.54E-03,B1,6943.148298,15,2,13,A2,0,1,0,3,0,0,B2,<-,B2,404.523665,16,A1,3,14,B2,
6538.988288,1.07E-24,1.74E-03,B2,6684.919224,9,2,8,A1,0,1,0,1,0,2,B2,<-,B1,145.930936,10,A1,1,9,B1,
6539.291971,1.91E-24,5.97E-03,B1,6905.260404,14,3,11,B1,0,0,1,1,0,2,A1,<-,B2,365.968433,15,A1,3,12,B2,
6539.347456,1.01E-24,9.64E-03,B2,7026.461172,8,7,1,B1,1,0,0,2,1,1,A2,<-,B1,487.113716,8,A1,7,1,B1,
6539.347456,1.01E-24,9.64E-03,B1,7026.461172,8,7,2,B2,1,0,0,2,1,1,A2,<-,B2,487.113716,8,A1,7,2,B2,
6539.370995,1.09E-24,2.10E-02,A2,6966.880515,9,6,3,A2,0,0,1,1,0,2,A1,<-,A1,427.50952,10,A1,6,4,A1,
6539.371059,1.09E-24,2.11E-02,A1,6966.880579,9,6,4,A1,0,0,1,1,0,2,A1,<-,A2,427.50952,10,A1,6,5,A2,
6539.422699,5.77E-24,1.05E-02,B2,6746.840151,11,4,8,A1,3,0,0,1,0,0,B2,<-,B1,207.417452,10,A1,3,7,B1,
6539.459095,5.69E-24,1.04E-02,B1,6746.839178,11,4,7,A2,3,0,0,1,0,0,B2,<-,B2,207.380083,10,A1,3,8,B2,
6539.565179,1.89E-24,2.09E-02,A2,6925.657206,13,4,9,A2,0,0,1,1,0,2,A1,<-,A1,386.092027,14,A1,4,10,A1,
6539.594508,1.89E-24,2.10E-02,A1,6925.679308,13,4,10,A1,0,0,1,1,0,2,A1,<-,A2,386.0848,14,A1,4,11,A2,
6539.69854,1.29E-24,1.28E-02,B2,7007.405921,7,7,1,B1,1,0,0,2,1,1,A2,<-,B1,467.707381,7,A1,7,1,B1,
6539.69854,1.29E-24,1.28E-02,B1,7007.405921,7,7,0,B2,1,0,0,2,1,1,A2,<-,B2,467.707381,7,A1,7,0,B2,
6539.800915,5.24E-24,2.36E-02,B2,6933.582042,11,5,6,B2,0,0,1,1,0,2,A1,<-,B1,393.781127,12,A1,5,7,B1,
6539.803028,5.24E-24,2.36E-02,B1,6933.584132,11,5,7,B1,0,0,1,1,0,2,A1,<-,B2,393.781104,12,A1,5,8,B2,
6539.93336,3.75E-24,1.17E-02,B2,6905.50729,14,3,12,B2,0,0,1,1,0,2,A1,<-,B1,365.57393,15,A1,3,13,B1,
6539.997346,1.30E-24,9.05E-03,A2,6830.980387,13,2,12,A1,0,2,0,0,0,1,A2,<-,A1,290.983041,14,A1,2,12,A1,
6540.005596,1.79E-24,1.13E-02,A2,6793.265294,12,1,11,B1,0,1,0,3,0,0,B2,<-,A1,253.259698,13,A1,2,12,A1,
6540.083568,5.57E-24,1.30E-02,B2,6681.796695,6,2,5,A2,0,0,2,0,0,1,B1,<-,B1,141.713127,7,A1,3,5,B1,
6540.287056,5.58E-24,1.31E-02,B1,6682.00478,6,2,4,A1,0,0,2,0,0,1,B1,<-,B2,141.717724,7,A1,3,4,B2,
6540.325408,1.49E-24,2.66E-03,B2,6761.500368,12,2,10,A1,0,1,0,1,0,2,B2,<-,B1,221.17496,13,A1,1,13,B1,
6540.523691,2.06E-24,3.95E-03,B1,6776.194632,12,1,12,B2,0,2,0,0,0,1,A2,<-,B2,235.670941,13,A1,1,12,B2,
6540.807489,1.78E-24,5.55E-03,B2,6906.381419,14,2,12,A1,0,1,0,3,0,0,B2,<-,B1,365.57393,15,A1,3,13,B1,
6541.237704,5.25E-24,1.00E-02,B1,6775.44597,12,4,9,A2,3,0,0,1,0,0,B2,<-,B2,234.208266,11,A1,3,8,B2,
6541.305066,5.27E-24,1.01E-02,B2,6775.448126,12,4,8,A1,3,0,0,1,0,0,B2,<-,B1,234.14306,11,A1,3,9,B1,
6541.316154,1.50E-24,5.29E-03,B2,6946.411336,15,1,14,B2,0,2,0,1,0,0,A1,<-,B1,405.095182,16,A1,3,13,B1,
6541.955223,2.09E-24,5.86E-03,B2,6871.280111,13,2,12,A1,0,1,0,3,0,0,B2,<-,B1,329.324888,14,A1,3,11,B1,
6542.036229,2.04E-24,2.07E-02,A1,6894.077286,12,4,8,A1,0,0,1,1,0,2,A1,<-,A2,352.041057,13,A1,4,9,A2,
6542.052263,2.04E-24,2.07E-02,A2,6894.089296,12,4,9,A2,0,0,1,1,0,2,A1,<-,A1,352.037033,13,A1,4,10,A1,
6542.220216,5.27E-24,2.26E-02,B1,6906.853484,10,5,5,B1,0,0,1,1,0,2,A1,<-,B2,364.633268,11,A1,5,6,B2,
6542.221514,5.27E-24,2.26E-02,B2,6906.854772,10,5,6,B2,0,0,1,1,0,2,A1,<-,B1,364.633258,11,A1,5,7,B1,
6542.358422,1.23E-24,2.07E-03,B1,6733.196671,11,2,9,A2,0,1,0,1,0,2,B2,<-,B2,190.838249,12,A1,1,12,B2,
6542.359436,1.80E-24,1.06E-02,A1,6764.193677,11,1,10,B2,0,1,0,3,0,0,B2,<-,A2,221.834241,12,A1,2,11,A2,
6542.37087,2.86E-24,8.02E-03,B1,6871.430847,13,2,11,A2,0,1,0,3,0,0,B2,<-,B2,329.059977,14,A1,3,12,B2,
6542.613762,5.32E-24,1.36E-02,B1,6667.30888,5,2,4,A1,0,0,2,0,0,1,B1,<-,B2,124.695118,6,A1,3,4,B2,
6542.717017,5.33E-24,1.36E-02,B2,6667.413975,5,2,3,A2,0,0,2,0,0,1,B1,<-,B1,124.696958,6,A1,3,3,B1,
6542.937709,1.49E-24,4.91E-03,B1,6558.174601,2,0,2,A1,0,1,0,0,2,1,B1,<-,B2,15.236892,2,A1,1,2,B2,
6542.989032,4.67E-24,9.51E-03,B2,6806.441325,13,4,10,A1,3,0,0,1,0,0,B2,<-,B1,263.452293,12,A1,3,9,B1,
6543.07275,3.20E-24,8.97E-03,B1,6872.132727,13,3,11,B1,0,0,1,1,0,2,A1,<-,B2,329.059977,14,A1,3,12,B2,
6543.101928,4.73E-24,9.65E-03,B1,6806.445948,13,4,9,A2,3,0,0,1,0,0,B2,<-,B2,263.34402,12,A1,3,10,B2,
6543.150828,2.02E-24,4.92E-03,B2,6565.432865,3,0,3,A2,0,1,0,0,2,1,B1,<-,B1,22.282037,3,A1,1,3,B1,
6543.222253,1.93E-24,6.03E-03,B1,6909.190686,14,1,13,B1,0,2,0,1,0,0,A1,<-,B2,365.968433,15,A1,3,12,B2,
6543.439666,2.50E-24,4.95E-03,B1,6575.112271,4,0,4,A1,0,1,0,0,2,1,B1,<-,B2,31.672605,4,A1,1,4,B2,
6543.566219,1.53E-24,9.77E-03,A1,6799.825303,12,2,11,A2,0,2,0,0,0,1,A2,<-,A2,256.259084,13,A1,2,11,A2,
6543.808133,2.89E-24,4.97E-03,B2,6587.214259,5,0,5,A2,0,1,0,0,2,1,B1,<-,B1,43.406126,5,A1,1,5,B1,
6544.203316,2.37E-24,4.23E-03,B2,6747.509062,11,1,11,B1,0,2,0,0,0,1,A2,<-,B1,203.305746,12,A1,1,11,B1,
6544.261113,3.20E-24,4.98E-03,B1,6601.740707,6,0,6,A1,0,1,0,0,2,1,B1,<-,B2,57.479594,6,A1,1,6,B2,
6544.383881,1.53E-24,2.45E-03,B2,6707.194574,10,2,8,A1,0,1,0,1,0,2,B2,<-,B1,162.810693,11,A1,1,11,B1,
6544.497572,2.15E-24,2.04E-02,A2,6864.926424,11,4,7,A2,0,0,1,1,0,2,A1,<-,A1,320.428852,12,A1,4,8,A1,
6544.505801,2.15E-24,2.04E-02,A1,6864.932518,11,4,8,A1,0,0,1,1,0,2,A1,<-,A2,320.426717,12,A1,4,9,A2,
6544.55071,2.07E-24,5.32E-03,B1,6839.70622,12,2,11,A2,0,1,0,3,0,0,B2,<-,B2,295.15551,13,A1,3,10,B2,
6544.596113,1.73E-24,9.65E-03,A2,6737.399991,10,1,9,B1,0,1,0,3,0,0,B2,<-,A1,192.803878,11,A1,2,10,A1,
6544.602772,4.93E-24,2.05E-02,B2,6882.51896,9,5,4,B2,0,0,1,1,0,2,A1,<-,B1,337.916188,10,A1,5,5,B1,
6544.60361,4.92E-24,2.05E-02,B1,6882.519795,9,5,5,B1,0,0,1,1,0,2,A1,<-,B2,337.916185,10,A1,5,6,B2,
6544.616107,1.03E-24,1.84E-03,B2,6765.791067,12,1,12,B2,1,0,0,1,1,2,A1,<-,B1,221.17496,13,A1,1,13,B1,
6544.672846,4.17E-24,9.23E-03,B1,6839.828356,14,4,11,A2,3,0,0,1,0,0,B2,<-,B2,295.15551,13,A1,3,10,B2,
6544.725871,1.74E-24,4.46E-03,B2,6839.708959,12,2,10,A1,0,1,0,3,0,0,B2,<-,B1,294.983088,13,A1,3,11,B1,
6544.804414,3.40E-24,4.97E-03,B2,6618.693934,7,0,7,A2,0,1,0,0,2,1,B1,<-,B1,73.88952,7,A1,1,7,B1,
6544.853215,4.19E-24,9.28E-03,B2,6839.836303,14,4,10,A1,3,0,0,1,0,0,B2,<-,B1,294.983088,13,A1,3,11,B1,
6545.043628,2.47E-24,6.95E-03,B2,6874.368516,13,1,12,B2,0,2,0,1,0,0,A1,<-,B1,329.324888,14,A1,3,11,B1,
6545.117377,5.00E-24,1.45E-02,B2,6655.228204,4,2,3,A2,0,0,2,0,0,1,B1,<-,B1,110.110827,5,A1,3,3,B1,
6545.161989,5.00E-24,1.45E-02,B1,6655.27343,4,2,2,A1,0,0,2,0,0,1,B1,<-,B2,110.111441,5,A1,3,2,B2,
6545.431874,4.85E-24,1.25E-02,B2,6840.414962,12,3,10,B2,0,0,1,1,0,2,A1,<-,B1,294.983088,13,A1,3,11,B1,
6545.444507,3.49E-24,4.93E-03,B1,6638.0765,8,0,8,A1,0,1,0,0,2,1,B1,<-,B2,92.631993,8,A1,1,8,B2,
6546.187917,3.46E-24,4.85E-03,B2,6659.890662,9,0,9,A2,0,1,0,0,2,1,B1,<-,B1,113.702745,9,A1,1,9,B1,
6546.282788,3.64E-24,8.91E-03,B2,6875.607676,15,4,12,A1,3,0,0,1,0,0,B2,<-,B1,329.324888,14,A1,3,11,B1,
6546.407768,1.46E-24,2.29E-03,B1,6683.504998,9,2,7,A2,0,1,0,1,0,2,B2,<-,B2,137.09723,10,A1,1,10,B2,
6546.561352,3.66E-24,8.95E-03,B1,6875.621329,15,4,11,A2,3,0,0,1,0,0,B2,<-,B2,329.059977,14,A1,3,12,B2,
6546.747519,1.61E-24,8.73E-03,A1,6712.921384,9,1,8,B2,0,1,0,3,0,0,B2,<-,A2,166.173865,10,A1,2,9,A2,
6546.865705,3.22E-24,8.27E-03,B1,6842.021215,12,1,11,B1,0,2,0,1,0,0,A1,<-,B2,295.15551,13,A1,3,10,B2,
6546.951472,2.22E-24,2.00E-02,A1,6838.205291,10,4,6,A1,0,0,1,1,0,2,A1,<-,A2,291.253819,11,A1,4,7,A2,
6546.955389,2.22E-24,2.00E-02,A2,6838.208139,10,4,7,A2,0,0,1,1,0,2,A1,<-,A1,291.25275,11,A1,4,8,A1,
6546.98628,1.76E-24,1.04E-02,A2,6771.063507,11,2,10,A1,0,2,0,0,0,1,A2,<-,A1,224.077227,12,A1,2,10,A1,
6547.03685,4.88E-24,2.02E-02,B1,6860.66627,8,5,3,B1,0,0,1,1,0,2,A1,<-,B2,313.62942,9,A1,5,4,B2,
6547.037792,4.86E-24,2.01E-02,B2,6860.667211,8,5,4,B2,0,0,1,1,0,2,A1,<-,B1,313.629419,9,A1,5,5,B1,
6547.040201,3.32E-24,4.72E-03,B1,6684.137431,10,0,10,A1,0,1,0,0,2,1,B1,<-,B2,137.09723,10,A1,1,10,B2,
6547.068768,1.12E-24,1.88E-03,B1,6737.907017,11,1,11,B1,1,0,0,1,1,2,A1,<-,B2,190.838249,12,A1,1,12,B2,
6547.074938,1.70E-24,4.06E-03,B2,6810.527231,11,2,10,A1,0,1,0,3,0,0,B2,<-,B1,263.452293,12,A1,3,9,B1,
6547.459521,2.38E-24,2.11E-02,A2,6702.630017,5,5,1,B1,3,0,0,1,0,0,B2,<-,A1,155.170496,4,A1,4,0,A1,
6547.459522,2.38E-24,2.11E-02,A1,6702.630017,5,5,0,B2,3,0,0,1,0,0,B2,<-,A2,155.170495,4,A1,4,1,A2,
6547.599855,4.65E-24,1.64E-02,B1,6645.55904,3,2,2,A1,0,0,2,0,0,1,B1,<-,B2,97.959185,4,A1,3,2,B2,
6547.6148,4.65E-24,1.64E-02,B2,6645.574139,3,2,1,A2,0,0,2,0,0,1,B1,<-,B1,97.959339,4,A1,3,1,B1,
6547.812359,3.14E-24,8.62E-03,B1,6913.780792,16,4,13,A2,3,0,0,1,0,0,B2,<-,B2,365.968433,15,A1,3,12,B2,
6547.863389,6.10E-24,1.46E-02,B1,6811.207409,11,3,9,B1,0,0,1,1,0,2,A1,<-,B2,263.34402,12,A1,3,10,B2,
6547.864955,2.65E-24,4.49E-03,B1,6721.253699,10,1,10,B2,0,2,0,0,0,1,A2,<-,B2,173.388744,11,A1,1,10,B2,
6548.004633,3.10E-24,4.55E-03,B2,6710.815326,11,0,11,A2,0,1,0,0,2,1,B1,<-,B1,162.810693,11,A1,1,11,B1,
6548.229501,3.15E-24,8.64E-03,B2,6913.803431,16,4,12,A1,3,0,0,1,0,0,B2,<-,B1,365.57393,15,A1,3,13,B1,
6548.421837,1.34E-24,2.09E-03,B2,6662.124582,8,2,6,A1,0,1,0,1,0,2,B2,<-,B1,113.702745,9,A1,1,9,B1,
6548.761502,4.29E-24,1.03E-02,B2,6812.213795,11,1,10,B2,0,2,0,1,0,0,A1,<-,B1,263.452293,12,A1,3,9,B1,
6548.849729,1.47E-24,7.95E-03,A2,6690.798793,8,1,7,B1,0,1,0,3,0,0,B2,<-,A1,141.949064,9,A1,2,8,A1,
6549.080743,2.80E-24,4.34E-03,B1,6739.918992,12,0,12,A1,0,1,0,0,2,1,B1,<-,B2,190.838249,12,A1,1,12,B2,
6549.303539,1.27E-24,8.01E-03,A2,6802.563237,12,2,10,A1,0,2,0,0,0,1,A2,<-,A1,253.259698,13,A1,2,12,A1,
6549.399549,2.22E-24,1.94E-02,A2,6813.914106,9,4,5,A2,0,0,1,1,0,2,A1,<-,A1,264.514557,10,A1,4,6,A1,
6549.401256,2.22E-24,1.94E-02,A1,6813.915313,9,4,6,A1,0,0,1,1,0,2,A1,<-,A2,264.514057,10,A1,4,7,A2,
6549.453796,4.24E-24,1.79E-02,B1,6841.226336,7,5,3,B1,0,0,1,1,0,2,A1,<-,B2,291.77254,8,A1,5,4,B2,
6549.454025,4.24E-24,1.79E-02,B2,6841.226566,7,5,2,B2,0,0,1,1,0,2,A1,<-,B1,291.772541,8,A1,5,3,B1,
